Beacon1,Beacon2,Beacon3,Beacon4,Beacon5,Beacon6,Beacon7,Beacon8,Beacon9,Beacon10,Target
-89.98935344,-87.66055124,-82.71425451,-86.45056605,-94.9886041,-87.66055124,-89.98935344,-80.98965641,-80.98965641,-94.9886041,1
,-90.98926371,-82.98963089,-90.98926371,-92.98900852,-90.98926371,,-65.45068022,-65.45068022,-89.98935344,1
-79.95491153,-76.86526135,-80.09560988,-81.91671448,-88.01630707,-76.86526135,-79.95491153,-85.98956206,-85.98956206,,1
,,-95.98832037,,,,,-74.45067387,-74.45067387,,1
-88.98942473,-91.98915073,,-87.98948135,-95.98832037,-91.98915073,-88.98942473,,,-86.98952633,1
-80.39966607,-84.98959044,-79.03127509,-87.98948135,-83.68334797,-84.98959044,-80.39966607,-78.14205987,-78.14205987,,1
-92.86477001,-90.864956,,-86.45056605,-87.20368591,-90.864956,-92.86477001,,,-73.87662882,1
,,-88.98942473,-88.98942473,,,,-65.22535055,-65.22535055,-85.98956206,1
-76.14206405,-81.06791736,-81.97935898,-87.57562408,-95.98832037,-81.06791736,-76.14206405,-84.0164283,-84.0164283,-84.45060852,1
-87.97923646,,-82.85892228,-75.45067199,-83.98961298,,-87.97923646,-84.15980592,-84.15980592,,1
-87.98948135,-89.53406134,-87.22521387,-83.86521056,-94.9886041,-89.53406134,-87.98948135,-83.86521056,-83.86521056,-81.53133532,1
-87.19955697,,,-90.98948187,-88.97933142,,-87.19955697,-93.98926474,-93.98926474,-83.55342738,1
-88.57558547,,-93.4501044,-88.39956495,-83.45062346,,-88.57558547,-87.183322,-87.183322,,1
-77.65937684,-78.46556895,-78.71406939,-79.44037354,-85.86517345,-78.46556895,-77.65937684,-84.22528248,-84.22528248,,1
,-94.9886041,-93.98882948,-78.78945231,,-94.9886041,,-88.86507336,-88.86507336,-89.98935344,1
-87.97923646,-92.98900852,-99.9862353,-93.97874869,,-92.98900852,-87.97923646,,,-96.44953048,1
-83.86521056,-93.22480384,,-88.01630707,,-93.22480384,-83.86521056,-66.91674063,-66.91674063,,1
-84.97931808,-87.45053626,-85.04649135,-84.38085017,-85.58036919,-87.45053626,-84.97931808,-77.54234363,-77.54234363,-88.98942473,1
-80.36261269,-81.3640179,-71.25922706,-74.91165953,-83.08510204,-81.3640179,-80.36261269,-99.9862353,-99.9862353,-92.65726335,1
-86.35066724,-88.98942473,,-75.92518805,-77.98967817,-88.98942473,-86.35066724,,,-94.9886041,1
-81.53425831,-85.86517345,-84.98959044,,,-85.86517345,-81.53425831,,,-95.98832037,1
-84.97419245,-85.98956206,-84.90801809,-76.19100694,-81.07516539,-85.98956206,-84.97419245,-102.9827897,-102.9827897,-59.05491739,1
-84.00338956,-89.47449974,-87.98948135,-85.01764707,-89.36389163,-89.47449974,-84.00338956,-77.18671162,-77.18671162,-95.19873986,1
-82.86522361,-89.22513342,-89.98935344,-79.96197102,-88.88175636,-89.22513342,-82.86522361,-85.45058972,-85.45058972,,1
,-91.85868932,-90.22507697,-89.65750302,-103.9810022,-91.85868932,,-78.98967251,-78.98967251,-94.9886041,1
-96.98796321,-82.98963089,-76.98968267,-82.98963089,-91.98915073,-82.98963089,-96.98796321,-83.78852041,-83.78852041,,1
,,-88.98942473,-76.01646169,-88.86507336,,,,,,1
-89.98935344,-85.38083784,-97.98751362,-80.38947907,-87.98948135,-85.38083784,-89.98935344,-98.98694767,-98.98694767,-87.19092319,1
-90.98926371,-92.98900852,-89.08294269,-82.35073493,-95.98832037,-92.98900852,-90.98926371,-78.52691348,-78.52691348,,1
-87.8166094,,-90.98926371,-95.98832037,-73.10092362,,-87.8166094,-91.86487366,-91.86487366,-88.98942473,1
-78.60682378,-79.7963647,-78.39253429,-79.31517481,-84.71618777,-79.7963647,-78.60682378,-80.96658421,-80.96658421,,1
,,-98.98694767,-88.98942473,-88.98942473,,,-85.98956206,-85.98956206,-75.2037714,1
-97.98751362,,,-85.86517345,-88.98942473,,-97.98751362,,,-74.7408454,1
-87.16719782,,-99.9862353,-88.1994304,,,-87.16719782,-75.05491468,-75.05491468,,1
-87.45053626,,-85.98956206,-80.21846923,-86.86514741,,-87.45053626,-81.97935898,-81.97935898,,1
-87.30251958,,-88.35060146,-85.98956206,-84.97931808,,-87.30251958,-81.53425831,-81.53425831,-84.38085017,1
-85.85888889,-93.86086382,,-99.9862353,-95.14150362,-93.86086382,-85.85888889,-76.44611078,-76.44611078,-91.32613723,1
-83.45062346,-85.53420222,-81.52690116,-75.73697299,-87.45053626,-85.53420222,-83.45062346,-89.20363254,-89.20363254,-100.9853386,1
-86.46554266,-95.98832037,-87.79623268,-82.35073493,-79.1600567,-95.98832037,-86.46554266,-94.86447524,-94.86447524,-62.81046633,1
-88.79619206,,-95.98832037,,,,-88.79619206,-74.22534453,-74.22534453,-99.9862353,1
-90.35049721,,-91.98915073,-90.44474538,-100.9853386,,-90.35049721,-79.45065817,-79.45065817,-96.98796321,1
-92.53382839,,-95.98832037,-89.47449974,-95.98832037,,-92.53382839,-82.98963089,-82.98963089,,1
-84.29243595,-83.98961298,-80.05800584,-76.60979242,-78.81046646,-83.98961298,-84.29243595,-87.22521387,-87.22521387,-85.98956206,1
-81.32624332,-88.98942473,-83.35072334,-83.98961298,-87.98948135,-88.98942473,-81.32624332,-90.01621055,-90.01621055,-86.98952633,1
-82.86522361,,-81.98964511,-86.98952633,-90.22507697,,-82.86522361,-81.39966114,-81.39966114,-86.86514741,1
,,,,,,,-74.97939189,-74.97939189,-91.98915073,1
,,-86.85887155,-83.98961298,-81.98964511,,,-85.98956206,-85.98956206,-85.54229126,1
-91.74547158,,-85.3950988,-91.98915073,-84.97931808,,-91.74547158,-83.39252132,-83.39252132,-84.98959044,1
-94.9886041,-96.98796321,,-94.9886041,,-96.98796321,-94.9886041,-75.45067199,-75.45067199,,1
,,-99.9862353,-95.98832037,,,,-72.58042883,-72.58042883,-98.98694767,1
-85.35069037,,-81.22531687,-77.24315777,-87.35063812,,-85.35069037,-87.98948135,-87.98948135,-97.98751362,1
-82.45063532,,-86.39960929,-82.04947938,-98.98694767,,-82.45063532,-77.45067144,-77.45067144,-98.98694767,1
-82.91351901,,-93.22480384,-91.45031723,-82.65769579,,-82.91351901,-80.15983317,-80.15983317,-73.81046441,1
-83.7014928,-88.70140472,-82.82037863,-74.55342243,-76.00411359,-88.70140472,-83.7014928,-94.79560336,-94.79560336,-83.86521056,1
-91.98915073,-91.98915073,-81.34186375,-75.97938976,-84.98959044,-91.98915073,-91.98915073,-85.98956206,-85.98956206,-90.98926371,1
-78.53427682,-82.15615986,-78.28333556,-82.47107831,-86.74564913,-82.15615986,-78.53427682,-80.99274366,-80.99274366,-94.91620261,1
-85.12040646,,-89.79614093,-86.21507505,-95.98832037,,-85.12040646,-82.98963089,-82.98963089,,1
-82.45063532,-87.98948135,-88.22517825,,-93.98882948,-87.98948135,-82.45063532,-86.88035507,-86.88035507,-93.19905821,1
-87.98948135,,-83.66061226,-81.9135225,-87.86511463,,-87.98948135,,,,1
-93.98882948,,-86.22524216,-84.19953401,,,-93.98882948,-88.1994304,-88.1994304,-85.45058972,1
-83.30832125,,-86.88158465,,-88.22517825,,-83.30832125,-79.5490357,-79.5490357,-85.86517345,1
-88.98942473,,-92.45022301,-87.87550506,-85.98956206,,-88.98942473,-87.79623268,-87.79623268,,1
-82.86524037,-96.98796321,-88.98942473,-72.99276488,-75.642729,-96.98796321,-82.86524037,-87.98948135,-87.98948135,,1
-85.01638939,-84.53422139,,-79.81023446,,-84.53422139,-85.01638939,,,,1
-82.85892228,-90.98926371,-86.35066724,-84.78461805,,-90.98926371,-82.85892228,-76.35840799,-76.35840799,,1
-90.98926371,,-81.85892918,-84.98959044,-85.88185683,,-90.98926371,-85.98956206,-85.98956206,,1
-75.52323702,-78.65305931,-80.91165151,-86.46550417,-88.0955156,-78.65305931,-75.52323702,-79.85893902,-79.85893902,-93.01595024,1
-83.53423661,-79.45065817,-80.45065223,-80.98965641,,-79.45065817,-83.53423661,-89.98935344,-89.98935344,,1
-83.45062346,-94.9886041,-100.9853386,,-80.20375895,-94.9886041,-83.45062346,-78.86645298,-78.86645298,-72.90911879,1
-88.01630707,-95.98832037,-93.98882948,,-88.98942473,-95.98832037,-88.01630707,-62.8589555,-62.8589555,-89.53406134,1
-84.06789525,,-81.23425966,-83.90802915,-79.45674584,,-84.06789525,,,-62.65306552,1
,,,,,,,-69.97424533,-69.97424533,,1
-86.98952633,-96.98796321,-88.79619206,,-99.9862353,-96.98796321,-86.98952633,-89.86502141,-89.86502141,-88.01630707,1
-82.53424871,,,-86.98952633,,,-82.53424871,,,-90.44592594,1
-88.19948773,-93.98882948,-93.4501044,-93.98882948,-94.9886041,-93.98882948,-88.19948773,-76.45066962,-76.45066962,-101.9842101,1
-87.98948135,-88.98942473,-94.9886041,-80.46249314,-82.86522361,-88.98942473,-87.98948135,-86.45056605,-86.45056605,-94.9886041,1
-87.22521387,-89.98935344,,-80.38087884,-84.47465761,-89.98935344,-87.22521387,-88.97919409,-88.97919409,-86.86514741,1
,,-83.79632711,-86.98952633,-90.98926371,,,,,-94.9886041,1
-88.98942473,-93.98882948,-88.98942473,-88.98942473,-89.45045152,-93.98882948,-88.98942473,-62.8589555,-62.8589555,-89.98935344,1
-86.05488244,-91.86487366,-84.28904516,-80.32108484,-79.91165371,-91.86487366,-86.05488244,,,-49.54884934,1
-103.9810022,,-83.45062346,-75.53428609,-78.92112008,,-103.9810022,-87.74562787,-87.74562787,-98.98694767,1
,,,-95.98832037,-80.98965641,,,-92.86477001,-92.86477001,-93.98882948,1
-86.86514741,-91.98915073,-93.97874869,-88.98942473,,-91.98915073,-86.86514741,-74.56868225,-74.56868225,,1
-96.98796321,-94.9886041,-91.98915073,-94.9886041,-83.53423661,-94.9886041,-96.98796321,-82.57572604,-82.57572604,-89.01626434,1
-84.65766769,-81.95490148,-80.98965641,-78.98967251,,-81.95490148,-84.65766769,-92.98900852,-92.98900852,,1
,-88.98942473,,,-81.98964511,-88.98942473,,-103.9810022,-103.9810022,,1
-91.45031723,,-95.98832037,-87.22521387,-81.98964511,,-91.45031723,,,-90.65744067,1
-84.98964524,-80.98967823,-76.4506773,-79.98968271,,-80.98967823,-84.98964524,-86.45064277,-86.45064277,-87.9895907,1
-93.97874869,,-85.19951627,-94.9886041,-84.98959044,,-93.97874869,-88.86507336,-88.86507336,-96.98796321,1
-85.35069037,,-80.86524221,-77.24315777,-87.35063812,,-85.35069037,,,-97.98751362,1
,,-85.98956206,-87.01634101,,,,-94.9886041,-94.9886041,-89.01626434,1
-89.35055531,-99.9862353,,-95.98832037,,-99.9862353,-89.35055531,-73.41102559,-73.41102559,-94.9886041,1
-87.98948135,,-88.86507336,-86.86514741,,,-87.98948135,-84.98959044,-84.98959044,-101.9842101,1
-89.98935344,-90.98926371,-88.98942473,,,-90.98926371,-89.98935344,-68.44493662,-68.44493662,-92.86477001,1
-82.68250796,-81.47469403,-71.60603654,-77.85894523,-86.6833076,-81.47469403,-82.68250796,-90.98926371,-90.98926371,-88.98942473,1
-86.45056605,-90.98926371,-84.01765274,-85.22632474,-94.35007016,-90.98926371,-86.45056605,-80.57574344,-80.57574344,-94.18295766,1
-86.98952633,-84.97931808,-81.24314385,-83.44608004,-85.97929684,-84.97931808,-86.98952633,-88.98942473,-88.98942473,-87.98948135,1
-93.98882948,,-91.98915073,-82.2037483,-81.06791736,,-93.98882948,-86.70145226,-86.70145226,-86.44486122,1
-90.01621055,,-85.86517345,-82.01643065,-80.98965641,,-90.01621055,,,-89.98935344,1
-97.98751362,,-82.70150118,-75.01646383,-84.98959044,,-97.98751362,-95.98832037,-95.98832037,,1
-83.21845105,-94.44995508,-94.9886041,-90.98926371,-96.98796321,-94.44995508,-83.21845105,-78.3262492,-78.3262492,-97.98751362,1
-87.64864219,,-85.22526463,-83.53423661,-75.24316117,,-87.64864219,-89.98935344,-89.98935344,-82.1786284,1
,,,-88.98942473,-86.98952633,,,,,-73.31302582,1
-82.58041624,-86.35070473,-89.19945807,-84.7015079,-93.9890471,-86.35070473,-82.58041624,-78.64873692,-78.64873692,-90.865062,1
-87.98948135,-84.86519413,-95.98832037,-80.97936744,-79.534272,-84.86519413,-87.98948135,-85.45058972,-85.45058972,-86.45056605,1
-86.98952633,-84.22528248,-80.17660576,-82.98963089,-88.98942473,-84.22528248,-86.98952633,-90.98926371,-90.98926371,-96.98796321,1
-89.98935344,,,-84.44488949,-86.98952633,,-89.98935344,-95.98832037,-95.98832037,-86.45056605,1
-85.72387894,-83.98961298,-80.64872312,-76.64272817,-86.60002519,-83.98961298,-85.72387894,-90.98926371,-90.98926371,-95.53336362,1
-96.98796321,,-92.22491646,-83.01641992,-83.09559221,,-96.98796321,-87.98948135,-87.98948135,-89.86502141,1
,-82.98963089,,,,-82.98963089,,-72.64273059,-72.64273059,-99.9862353,1
,-94.9886041,,,-92.98900852,-94.9886041,,-81.45064474,-81.45064474,,1
,,-83.98961298,,,,,-64.45068041,-64.45068041,,1
-82.65769579,,,,,,-82.65769579,-71.97939598,-71.97939598,-87.49840329,1
-85.78180844,,,-80.76614815,-97.98751362,,-85.78180844,,,-97.98751362,1
,-88.98942473,-78.97423334,-80.79635826,-93.98882948,-88.98942473,,-89.98935344,-89.98935344,,1
-81.01438038,,-73.45067537,-82.98963089,-87.98948135,,-81.01438038,-86.23419823,-86.23419823,-95.2244836,1
-82.98963089,,-80.78854114,-78.81670125,-88.24305106,,-82.98963089,-88.47454722,-88.47454722,,1
,-86.98952633,-91.44469555,-85.7884961,,-86.98952633,,-76.52691805,-76.52691805,,1
-79.37863937,-81.98964511,-71.85928922,-85.45058972,-87.01634101,-81.98964511,-79.37863937,-83.27293103,-83.27293103,-91.22500591,1
-85.77721747,,-90.01621055,-94.35007016,-80.38087884,,-85.77721747,-83.2942705,-83.2942705,,1
-81.98965863,-101.9842101,-80.55340765,-82.35089908,-88.15613159,-101.9842101,-81.98965863,-80.22532397,-80.22532397,,1
-80.45065223,-84.98959044,-76.31302397,-86.86514741,-86.98952633,-84.98959044,-80.45065223,-84.98961779,-84.98961779,-86.45056605,1
-85.45058972,-88.98942473,-88.57558547,-90.98926371,-83.97933494,-88.98942473,-85.45058972,-80.39966607,-80.39966607,-82.91670748,1
-95.98832037,-98.98694767,-97.98751362,-83.57571383,-84.65766769,-98.98694767,-95.98832037,-87.53414772,-87.53414772,-90.98926371,1
-87.2430749,,-96.98796321,-101.9842101,,,-87.2430749,-74.20377258,-74.20377258,-96.98796321,1
-79.78368192,,-77.1420622,-82.14204275,,,-79.78368192,-90.98926371,-90.98926371,-91.97898907,1
-79.46099512,-88.1994304,-84.86519413,-71.47745198,-75.85895246,-88.1994304,-79.46099512,-83.35072334,-83.35072334,-90.01621055,1
-84.19953401,,-78.58041945,-77.17864801,,,-84.19953401,-85.6486795,-85.6486795,-90.98926371,1
-87.98948135,-84.86519413,,-82.98963089,-83.98961298,-84.86519413,-87.98948135,-89.98935344,-89.98935344,-97.98751362,1
-96.98796321,-94.9886041,,-86.98952633,-86.57565475,-94.9886041,-96.98796321,,,-76.70152541,1
-77.38664943,-83.98961298,-78.3262492,-81.38087393,-87.22521387,-83.98961298,-77.38664943,-83.38085997,-83.38085997,,1
-77.81076714,-82.03202707,-77.91166222,-86.09555695,-83.14203539,-82.03202707,-77.81076714,-77.48198223,-77.48198223,-94.9886041,1
-94.9886041,,-89.98935344,-95.98832037,-93.98882948,,-94.9886041,-69.45067884,-69.45067884,-94.9886041,1
-82.0955995,,-86.86518959,-85.1600567,-94.9886041,,-82.0955995,-73.64273017,-73.64273017,,1
-82.7239275,-85.98956206,-89.19938583,-84.0164064,-95.98832037,-85.98956206,-82.7239275,-87.98948135,-87.98948135,-87.45053626,1
,,-91.98915073,-86.45056605,-92.98900852,,,-67.85895478,-67.85895478,,1
,,-94.9886041,-91.98915073,,,,-66.22535033,-66.22535033,,1
-101.9842101,,-93.98882948,-91.45031723,-93.98882948,,-101.9842101,-81.72393753,-81.72393753,,1
,,,-85.35069037,-84.19953401,,,,,-79.534272,1
-90.19932972,,,-96.98796321,,,-90.19932972,-77.22533766,-77.22533766,-99.9862353,1
,,-78.2253341,-72.74572797,,,,-79.93534123,-79.93534123,-94.9886041,1
-86.99267857,-91.98915073,-81.08306105,-74.97939189,-80.45065223,-91.98915073,-86.99267857,-86.97927011,-86.97927011,-90.98926371,1
-81.45065687,-80.20376805,-78.98759658,-86.45060441,-87.98953602,-80.20376805,-81.45065687,-88.45055954,-88.45055954,-86.97931343,1
,,-79.91672444,-73.03785266,,,,,,-97.98751362,1
-90.45039207,,-94.9886041,-95.98832037,-78.45066289,,-90.45039207,-85.86517345,-85.86517345,,1
-87.45053626,-82.20401546,-86.00816872,-70.32625417,-76.0903314,-82.20401546,-87.45053626,-85.86517345,-85.86517345,-99.9862353,1
-82.01643065,-88.98942473,-72.7015303,-74.95492329,-91.98915073,-88.98942473,-82.01643065,-86.50606134,-86.50606134,-92.98900852,1
-90.19932972,,,-90.9790736,,,-90.19932972,-71.94524987,-71.94524987,,1
-82.0955995,-78.41247717,-72.43302085,-79.26312914,-85.06788378,-78.41247717,-82.0955995,-91.98915073,-91.98915073,-88.57558547,1
-75.77233219,-78.76052534,-78.78463762,-70.98969568,,-78.76052534,-75.77233219,-79.85893902,-79.85893902,,1
-86.45056605,-93.98882948,-87.30251958,-87.19946581,-88.30144606,-93.98882948,-86.45056605,-77.44492819,-77.44492819,,1
-90.98926371,-91.98915073,-83.35072334,-77.98967817,-80.86524221,-91.98915073,-90.98926371,-89.57553687,-89.57553687,-98.98694767,1
-84.57569846,-91.98915073,-88.98942473,-88.98942473,-77.86525808,-91.98915073,-84.57569846,-86.5341781,-86.5341781,-94.9886041,1
-76.58042407,-83.22529666,-81.53425831,-86.68334806,-83.60679653,-83.22529666,-76.58042407,-81.53425831,-81.53425831,-94.35007016,1
-90.98926371,,,-91.98915073,-97.98751362,,-90.98926371,-72.45067655,-72.45067655,,1
-82.77726663,-80.06792193,-74.45067387,-80.45065223,-85.98956206,-80.06792193,-82.77726663,-93.98882948,-93.98882948,,1
-92.98900852,,-81.69847013,-77.44492819,-84.45060852,,-92.98900852,-82.55056552,-82.55056552,,1
,,-91.98915073,-83.47467263,,,,-88.98942473,-88.98942473,-90.98926371,1
-92.98900852,,,-90.57547568,-81.45064474,,-92.98900852,-78.57575442,-78.57575442,-72.64273059,1
-88.53410948,-87.98948135,,-81.37731897,-84.07886856,-87.98948135,-88.53410948,-84.85890266,-84.85890266,-84.44488949,1
-86.4746149,,-94.9886041,-82.98963089,-85.98956206,,-86.4746149,-96.98796321,-96.98796321,-88.79619206,1
-89.53406134,-94.9886041,,-90.98926371,-91.98915073,-94.9886041,-89.53406134,,,,1
-90.864956,-88.1994304,-82.57574176,-84.44203807,,-88.1994304,-90.864956,-77.97938372,-77.97938372,,1
-79.31302027,-77.37386991,-72.53028702,-82.55339611,-89.35063006,-77.37386991,-79.31302027,-86.79626495,-86.79626495,-87.47458494,1
-88.98942473,-91.98915073,-84.15614317,-76.91673294,-84.45060852,-91.98915073,-88.98942473,-89.47449974,-89.47449974,-95.98832037,1
-97.98751362,,-94.9886041,-98.98694767,,,-97.98751362,-79.45065817,-79.45065817,,1
,,-92.98900852,-94.9886041,,,,-61.85895557,-61.85895557,-87.98948135,1
-94.9886041,,-86.98952633,-85.55476359,-85.98956206,,-94.9886041,-79.67320034,-79.67320034,-86.50037647,1
-86.45056605,-93.98882948,-93.22498636,-86.27293112,-101.9842101,-93.98882948,-86.45056605,-75.2273903,-75.2273903,,1
-93.98882948,,,-86.55334883,-87.1093115,,-93.98882948,-97.98751362,-97.98751362,-73.35559284,1
-87.98948135,,-83.53423661,,-90.98926371,,-87.98948135,-79.86524875,-79.86524875,,1
-78.4025194,-85.24310888,-75.70153011,-80.78324613,-83.36289894,-85.24310888,-78.4025194,-83.91164084,-83.91164084,-96.98796321,1
-82.98964817,,-82.98963089,-70.37415923,-74.37640543,,-82.98964817,-83.00820328,-83.00820328,-89.98935344,1
-88.86507336,,-91.98915073,-89.99103134,-84.98959044,,-88.86507336,-82.53424871,-82.53424871,-75.45067199,1
-84.98959044,-97.98751362,-95.98832037,-87.98948135,,-97.98751362,-84.98959044,-76.98968267,-76.98968267,,1
-84.53422139,-87.97923646,-89.35055531,-82.47468455,-92.19917016,-87.97923646,-84.53422139,-86.97927011,-86.97927011,-88.98942473,1
,,-83.82009435,,,,,-86.77719196,-86.77719196,,1
-86.45056605,-96.98796321,-96.98796321,-87.97923646,,-96.98796321,-86.45056605,-75.86526396,-75.86526396,,1
-83.55338801,,-89.98935344,,,,-83.55338801,-71.14206894,-71.14206894,,1
-88.98942473,-101.9842101,-85.4746387,-97.98751362,-96.98796321,-101.9842101,-88.98942473,-72.53135693,-72.53135693,-96.98796321,1
-88.01630707,-95.98832037,-93.98882948,,-88.98942473,-95.98832037,-88.01630707,-64.97939927,-64.97939927,-89.53406134,1
,-82.45065059,-81.86524732,-86.98956976,-90.35059137,-82.45065059,,-86.45060441,-86.45060441,,1
-84.98959044,-97.98751362,-95.98832037,-87.98948135,,-97.98751362,-84.98959044,-74.98968908,-74.98968908,,1
-84.22528248,,-82.98963089,-73.58042999,-73.27296425,,-84.22528248,-84.53422139,-84.53422139,-93.98882948,1
-91.19925908,,-84.25210036,-78.45066289,-74.49725319,,-91.19925908,-87.35063812,-87.35063812,,1
-96.98796321,,,-83.01641992,-84.45060852,,-96.98796321,-89.98935344,-89.98935344,-84.59008755,1
-92.98900852,-89.98935344,,-91.98915073,-91.98915073,-89.98935344,-92.98900852,-64.97939927,-64.97939927,,1
,,-89.44478496,-83.98961298,-83.19097795,,,,,-89.22513342,1
-96.98796321,,-84.98959044,-73.45067537,-82.98963089,,-96.98796321,-88.98942473,-88.98942473,,1
-81.71426404,-77.52691602,-79.70151732,-81.74570528,-84.86519413,-77.52691602,-81.71426404,-84.78182197,-84.78182197,-98.98694767,1
-95.98832037,,-100.9853386,,,,-95.98832037,-70.37732995,-70.37732995,,1
-86.45056605,-86.98952633,-89.98935344,-90.98926371,-97.98751362,-86.98952633,-86.45056605,,,-90.98926371,1
-83.71404897,-93.98882948,-79.74571486,-87.98948135,,-93.98882948,-83.71404897,,,-97.98751362,1
-81.67195077,-85.98956206,-69.44661942,-74.81046387,-84.03781214,-85.98956206,-81.67195077,,,,1
-85.82005762,-86.25733396,-91.98915073,-83.86521056,-79.85446562,-86.25733396,-85.82005762,-82.70150118,-82.70150118,-80.36047914,1
,,-81.19099131,,-80.45065223,,,-91.19925908,-91.19925908,-89.98935344,1
-82.79633995,,-73.97939357,-76.98968267,-90.98926371,,-82.79633995,-89.57553687,-89.57553687,,1
-95.98832037,-96.98796321,,-97.98751362,-88.98942473,-96.98796321,-95.98832037,-84.8818776,-84.8818776,-83.86521056,1
-86.14199974,,,-83.01890455,-83.9222708,,-86.14199974,-82.9742126,-82.9742126,-84.1118401,1
-85.86520696,-80.90273702,-73.85579268,-79.37421471,-89.03771696,-80.90273702,-85.86520696,-89.86502141,-89.86502141,,1
-90.22507697,,,-86.98952633,-96.98796321,,-90.22507697,,,,1
-94.9886041,-86.45056605,-89.98935344,-83.81667264,-88.98942473,-86.45056605,-94.9886041,-81.98964511,-81.98964511,-82.79633995,1
-91.45031723,,-99.9862353,-100.9853386,,,-91.45031723,-75.97424018,-75.97424018,-98.98694767,1
-85.86517345,,-84.53422139,-82.22530792,,,-85.86517345,,,-84.53422139,1
-90.9790736,,,-93.01595024,-99.9862353,,-90.9790736,-73.9167372,-73.9167372,-95.2244836,1
-88.35060146,-93.98882948,-87.45053626,-88.86507336,-82.48197171,-93.98882948,-88.35060146,-83.45062346,-83.45062346,-84.20373142,1
-74.26472747,-80.14205325,-76.33743381,-83.22529666,-89.18326888,-80.14205325,-74.26472747,-81.19957965,-81.19957965,,1
-88.45049875,,-79.00822419,-78.78945231,-96.98796321,,-88.45049875,-86.70145226,-86.70145226,-89.98935344,1
-90.79607655,-84.60678621,-91.98915073,-76.44493017,-82.97934834,-84.60678621,-90.79607655,-87.30251958,-87.30251958,,1
-87.01634101,,-82.91670748,-82.22530792,,,-87.01634101,,,-84.79631094,1
-83.97420368,,-80.52690624,-79.86524875,-93.22480384,,-83.97420368,-88.98942473,-88.98942473,-93.98882948,1
-96.98796321,,,,,,-96.98796321,-72.86526898,-72.86526898,-94.9886041,1
-91.98915073,,,-101.9842101,-81.97935898,,-91.98915073,-79.06792556,-79.06792556,-74.58042699,1
-89.98935344,,-90.01621055,-83.65768335,-80.86524221,,-89.98935344,-86.98952633,-86.98952633,-88.98942473,1
,,,-85.18668749,-86.6833076,,,,,-74.5757285,1
-87.98948135,-86.98952633,-89.98935344,,,-86.98952633,-87.98948135,-88.98942473,-88.98942473,-93.98882948,1
-89.22513342,,-83.95488554,-93.86463952,-91.98915073,,-89.22513342,,,-88.35060146,1
,,-85.98956206,-93.98882948,-78.98967251,,,-94.9886041,-94.9886041,-94.9886041,1
-78.45066289,,,-85.97929684,,,-78.45066289,,,,1
-81.03783409,-84.70148225,-82.28771559,-79.53536377,,-84.70148225,-81.03783409,-97.98751362,-97.98751362,-89.53406134,1
-94.9886041,,-92.98900852,,-100.9853386,,-94.9886041,-68.70153225,-68.70153225,,1
,,-91.98915073,,-78.45066289,,,,,-90.01621055,1
-84.97931808,,-72.70153288,-73.28495689,-95.98832037,,-84.97931808,-87.64864219,-87.64864219,-86.97416051,1
-87.46548424,,-93.98882948,-83.78942389,-81.37385557,,-87.46548424,-85.45058972,-85.45058972,-86.20370468,1
-85.88189048,-92.98900852,-86.52684777,-80.97936744,-80.85893467,-92.98900852,-85.88189048,,,-62.56868458,1
-90.22507697,-98.98694767,,-78.60737325,-76.86526135,-98.98694767,-90.22507697,-91.95465625,-91.95465625,-90.98926371,1
-87.97923646,,-81.22531687,-75.45067199,-83.98961298,,-87.97923646,-85.98956206,-85.98956206,-90.98926371,1
-91.98915073,-86.98952633,-85.98956206,-76.58042407,-85.98956206,-86.98952633,-91.98915073,-89.98935344,-89.98935344,,1
-86.15977944,,-90.55323006,-83.01641992,-84.44488949,,-86.15977944,-85.45058972,-85.45058972,-90.864956,1
-87.723822,,-89.53406134,-86.5341781,,,-87.723822,-75.14206552,-75.14206552,,1
-94.97858005,-90.45039207,-91.66039799,-91.14184523,-80.06792193,-90.45039207,-94.97858005,-83.98523694,-83.98523694,-88.98942473,1
-83.53423661,-84.73377472,-89.78839651,-85.00818297,-99.9862353,-84.73377472,-83.53423661,-79.38089016,-79.38089016,-92.98900852,1
-83.44491851,-87.47458494,-88.98942473,-88.98942473,-92.98900852,-87.47458494,-83.44491851,-77.53493412,-77.53493412,-89.79614093,1
-92.45022301,-99.9862353,,-89.03771696,-98.98694767,-99.9862353,-92.45022301,-78.98967251,-78.98967251,,1
-85.98956206,-88.98942473,-99.9862353,-81.81668808,-85.45058972,-88.98942473,-85.98956206,-84.54230406,-84.54230406,-88.45049875,1
-83.53423661,-88.65755255,-89.78839651,-85.00818297,-99.9862353,-88.65755255,-83.53423661,-78.09033484,-78.09033484,-92.98900852,1
-91.98915073,-89.98935344,,-80.38087884,-84.28553862,-89.98935344,-91.98915073,-91.98915073,-91.98915073,-87.45053626,1
-101.9842101,-102.9827897,-88.1994304,-95.98832037,,-102.9827897,-101.9842101,-75.3640357,-75.3640357,-92.79589348,1
-81.70152066,,-70.92991407,-74.64272965,-84.39251641,,-81.70152066,-86.45056605,-86.45056605,-91.2429357,1
-88.35060146,-93.98882948,-87.45053626,-88.86507336,-82.48197171,-93.98882948,-88.35060146,-83.2151113,-83.2151113,-87.45053626,1
