Beacon1,Beacon2,Beacon3,Beacon4,Beacon5,Beacon6,Beacon7,Beacon8,Beacon9,Beacon10,Target
-78.81670125,-83.53423661,-92.98900852,-91.98915073,-98.98694767,-83.53423661,-78.81670125,-98.98694767,-98.98694767,,0
-76.92991087,,-87.53414772,-90.01621055,-85.45058972,,-76.92991087,,,,0
-88.68241192,-94.9886041,-93.4501044,-94.9886041,-94.9886041,-94.9886041,-88.68241192,-94.44995508,-94.44995508,,0
-80.70151312,-90.98926371,-83.92989368,-84.71101001,-86.43803435,-90.98926371,-80.70151312,-88.91660612,-88.91660612,,0
-73.71406735,-90.98926371,-90.01621055,-96.53312239,,-90.98926371,-73.71406735,,,,0
-88.98942473,-90.98926371,-89.53406134,-93.98882948,-91.53392444,-90.98926371,-88.98942473,-94.9886041,-94.9886041,-98.98694767,0
-75.14206552,-89.20363254,-93.98882948,,-95.98832037,-89.20363254,-75.14206552,-94.22466207,-94.22466207,-95.2244836,0
-81.98964511,-85.53420222,,-90.98926371,-87.98948135,-85.53420222,-81.98964511,-79.38088274,-79.38088274,-95.98832037,0
-82.53424871,-84.98959044,-90.98926371,-86.94519288,-93.98882948,-84.98959044,-82.53424871,-97.98751362,-97.98751362,,0
-78.15778453,-91.98915073,-90.98926371,-94.9886041,-95.98832037,-91.98915073,-78.15778453,,,-95.98832037,0
-78.36261269,-88.98942473,-85.38083784,-84.88063155,-86.56064286,-88.98942473,-78.36261269,-89.03771696,-89.03771696,-101.9842101,0
-70.21848567,-82.98963089,-86.22524216,,-95.98832037,-82.98963089,-70.21848567,-86.08301285,-86.08301285,,0
-71.61424781,-82.01643065,-81.58009983,-87.6000546,-95.79539981,-82.01643065,-71.61424781,-82.91670748,-82.91670748,-88.0955156,0
-83.45062346,-79.92138317,-93.98882948,-88.98942473,,-79.92138317,-83.45062346,,,,0
,,-89.77706848,-88.98942473,-84.60678621,,,-75.85370819,-75.85370819,,0
-86.22524216,-89.98935344,-98.98694767,-94.86447524,-92.98900852,-89.98935344,-86.22524216,-87.78845758,-87.78845758,,0
-80.48197739,-84.22528248,-84.59298867,-91.98915073,-95.98832037,-84.22528248,-80.48197739,-93.19065198,-93.19065198,,0
-75.14206552,-88.4448164,-93.98882948,-93.19065198,,-88.4448164,-75.14206552,-95.79539981,-95.79539981,,0
-78.3130218,-70.34188553,-91.1559617,-87.66055124,-91.9164714,-70.34188553,-78.3130218,-97.53331087,-97.53331087,,0
-78.37732492,-79.44492255,-84.57570608,-84.78941312,-92.98900852,-79.44492255,-78.37732492,-92.98900852,-92.98900852,,0
-78.58041945,-81.01643918,-91.86487366,-94.19891728,-94.9886041,-81.01643918,-78.58041945,,,,0
-79.24672311,-85.98956206,-97.98751362,-89.98935344,-99.9862353,-85.98956206,-79.24672311,-89.47449974,-89.47449974,-100.9853386,0
-83.14203539,-80.86524221,-85.52686383,-92.86477001,-97.98751362,-80.86524221,-83.14203539,-88.01630707,-88.01630707,,0
-74.48198465,,-90.98926371,,,,-74.48198465,-95.98832037,-95.98832037,,0
-74.94591378,-83.97933494,-77.7142767,-83.47467263,-92.22491646,-83.97933494,-74.94591378,-93.98882948,-93.98882948,,0
-93.22480384,,-97.98751362,-98.53243644,,,-93.22480384,-90.76596164,-90.76596164,,0
-78.9875897,-82.76747424,-79.74571486,,-95.98832037,-82.76747424,-78.9875897,-85.97929684,-85.97929684,-97.98751362,0
-83.19954811,,-92.98900852,-92.98900852,,,-83.19954811,,,-97.98751362,0
-84.98959044,-90.98926371,-88.45049875,-91.53392444,-84.56865987,-90.98926371,-84.98959044,-94.53355525,-94.53355525,,0
-79.15081427,-70.98969568,-96.22425893,,-99.9862353,-70.98969568,-79.15081427,-100.9853386,-100.9853386,-100.9853386,0
-88.78843054,-76.92518629,,,-95.98832037,-76.92518629,-88.78843054,-92.98900852,-92.98900852,-97.98751362,0
-91.98915073,,,-95.98832037,-96.98796321,,-91.98915073,,,-94.22466207,0
,,-87.45053626,-88.91660612,,,,-84.79631094,-84.79631094,-95.98832037,0
-97.98751362,,,-96.98796321,,,-97.98751362,-82.35073493,-82.35073493,-91.98915073,0
-81.20214649,,-100.9853386,,,,-81.20214649,-98.98694767,-98.98694767,-100.9853386,0
-90.65744067,,,,,,-90.65744067,-97.98751362,-97.98751362,,0
-80.85496348,-80.34186861,-89.64265218,-82.22859302,-88.78843054,-80.34186861,-80.85496348,-91.53392444,-91.53392444,,0
-79.84391306,-78.78022856,-93.4501044,-85.8543905,-90.35049721,-78.78022856,-79.84391306,-90.70132937,-90.70132937,,0
-80.74571062,-88.1994304,-84.98959044,-87.64864219,,-88.1994304,-80.74571062,,,,0
-93.97874869,-88.14195795,,,,-88.14195795,-93.97874869,,,,0
-81.98964511,-76.2631328,-86.48510445,-93.44573435,-97.98751362,-76.2631328,-81.98964511,,,-98.98694767,0
-93.98882948,-82.2037483,-94.86447524,,-98.98694767,-82.2037483,-93.98882948,-100.9853386,-100.9853386,,0
-72.74572797,-82.98963089,-82.64341017,-88.61236868,-88.86115279,-82.98963089,-72.74572797,-87.08507532,-87.08507532,-88.21503255,0
-75.47833622,,-81.5906626,-90.38070817,-92.98900852,,-75.47833622,-95.98832037,-95.98832037,-97.98751362,0
-96.98796321,-98.98694767,-99.9862353,-94.9886041,,-98.98694767,-96.98796321,-104.978753,-104.978753,,0
-90.98926371,-87.98948135,,,,-87.98948135,-90.98926371,-84.47465761,-84.47465761,-93.98882948,0
-72.00823525,,-89.98935344,-98.98694767,-93.4501044,,-72.00823525,,,-94.44995508,0
-82.14204275,-68.1618624,,,-85.57567911,-68.1618624,-82.14204275,,,,0
-79.54233786,-93.98882948,-100.9853386,-91.20354796,,-93.98882948,-79.54233786,-98.98694767,-98.98694767,-97.98751362,0
-81.45064474,,-93.98882948,-101.9842101,,,-81.45064474,-91.45031723,-91.45031723,,0
-77.44492819,,-81.22531687,-103.9810022,-90.98926371,,-77.44492819,-96.98796321,-96.98796321,,0
-88.01630707,-91.19925908,,,,-91.19925908,-88.01630707,-99.9862353,-99.9862353,,0
-70.13782044,-88.22517825,,,,-88.22517825,-70.13782044,,,-97.98751362,0
-77.3808883,,-84.86519413,-87.86511463,-90.98926371,,-77.3808883,-86.9808892,-86.9808892,,0
-78.09752968,-99.9862353,-89.35055531,-95.79539981,-95.98832037,-99.9862353,-78.09752968,-92.97888266,-92.97888266,-97.98751362,0
-77.53428064,-90.98926371,,-96.98796321,,-90.98926371,-77.53428064,-89.98935344,-89.98935344,,0
-87.35063812,-83.98961298,-84.86519413,-87.79623268,-86.45056605,-83.98961298,-87.35063812,,,,0
-85.98956206,,,,,,-85.98956206,-93.19905821,-93.19905821,-97.98751362,0
-79.66433177,-78.95491507,-89.53406134,-87.86511463,-98.98694767,-78.95491507,-79.66433177,-87.41818401,-87.41818401,,0
-75.5804257,-88.98942473,,-102.9827897,-103.9810022,-88.98942473,-75.5804257,-94.86447524,-94.86447524,-98.86326787,0
-71.55047781,-86.98952633,-83.65768335,-96.98796321,-93.98882948,-86.98952633,-71.55047781,-92.19917016,-92.19917016,,0
-78.98967251,,-96.98796321,,-95.98832037,,-78.98967251,-99.9862353,-99.9862353,-92.44581335,0
,,,,,,,-94.97858005,-94.97858005,,0
-86.98952633,,,,,,-86.98952633,-95.98832037,-95.98832037,,0
-78.24315539,,-78.64873056,,,,-78.24315539,,,-91.98915073,0
-79.64872726,-84.79631094,-84.83290076,-84.31023807,-86.24479541,-84.79631094,-79.64872726,-86.40983138,-86.40983138,,0
-80.70151312,-76.01646169,-85.17056717,-88.88153509,-96.53312239,-76.01646169,-80.70151312,-88.74902455,-88.74902455,-92.45022301,0
-87.09553864,-75.09562481,,,,-75.09562481,-87.09553864,,,-99.9862353,0
-77.58042202,-83.98961298,-86.86514741,-98.98694767,-95.98832037,-83.98961298,-77.58042202,-90.19932972,-90.19932972,,0
-91.78829974,-85.74566602,-94.9886041,-93.98882948,-99.9862353,-85.74566602,-91.78829974,-93.98882948,-93.98882948,,0
-73.88166512,-86.22524216,-92.98900852,-94.35007016,-98.98694767,-86.22524216,-73.88166512,-92.22491646,-92.22491646,,0
,-83.98961298,-87.97923646,-88.57558547,-88.30249541,-83.98961298,,-96.98796321,-96.98796321,,0
-84.46553258,-83.98961298,-90.52672973,-92.0953462,-93.98882948,-83.98961298,-84.46553258,-93.98882948,-93.98882948,,0
-84.35070874,,-88.98942473,-85.53420222,-86.97927011,,-84.35070874,,,-92.86477001,0
-78.30223969,-78.98967251,-91.9164714,-79.81023446,-94.44995508,-78.98967251,-78.30223969,-86.86514741,-86.86514741,-95.98832037,0
-77.39515896,-80.98967823,-90.98948187,-98.98832364,-98.98832364,-80.98967823,-77.39515896,,,,0
-91.98915073,-76.1752597,,,,-76.1752597,-91.98915073,,,,0
-92.86477001,,-97.98751362,,,,-92.86477001,,,,0
-83.52321747,,,-97.98751362,,,-83.52321747,-93.98882948,-93.98882948,-99.9862353,0
-92.98900852,,,-95.86426844,,,-92.98900852,,,,0
-85.98956206,-83.35072334,,,-99.9862353,-83.35072334,-85.98956206,-93.86463952,-93.86463952,-98.98694767,0
-80.88164809,-79.22532962,-93.98882948,-81.53450706,-100.9853386,-79.22532962,-80.88164809,-94.9886041,-94.9886041,,0
-95.98832037,-95.98832037,,-96.98796321,-102.9827897,-95.98832037,-95.98832037,-89.57553687,-89.57553687,-98.98694767,0
-80.98965641,,-95.98832037,,-86.22524216,,-80.98965641,-78.86525395,-78.86525395,-97.98751362,0
-84.71423553,-76.45067193,-92.864938,-97.98751362,,-76.45067193,-84.71423553,-97.2239761,-97.2239761,-97.98751362,0
-74.83950953,-84.01832176,,-81.95490148,-82.48225532,-84.01832176,-74.83950953,-78.95491507,-78.95491507,-92.98900852,0
-94.9886041,-83.98961298,,-91.45031723,,-83.98961298,-94.9886041,-102.9827897,-102.9827897,,0
-80.06274911,,-86.34181259,-91.86487366,-90.35049721,,-80.06274911,-100.9853386,-100.9853386,,0
-75.52323392,,-88.45049875,-92.99241947,-99.9862353,,-75.52323392,,,,0
-72.3808948,,,,-96.98796321,,-72.3808948,-96.98796321,-96.98796321,-96.01543091,0
,-86.98952633,-96.98796321,,,-86.98952633,,-85.4746387,-85.4746387,-93.19905821,0
-76.8816609,,-83.85891359,-98.98694767,-96.98796321,,-76.8816609,-97.98751362,-97.98751362,-98.98694767,0
-78.91672795,-80.45065223,-93.53370747,,-91.98915073,-80.45065223,-78.91672795,,,,0
-77.09561874,,,,,,-77.09561874,-94.79560336,-94.79560336,,0
-80.98965641,-81.98964511,,,-99.9862353,-81.98964511,-80.98965641,,,,0
-77.3808883,-80.13205462,-79.81669782,-89.22513342,-90.47443996,-80.13205462,-77.3808883,-88.0955156,-88.0955156,,0
-82.855686,-79.534272,,,,-79.534272,-82.855686,-95.98832037,-95.98832037,,0
-81.45886576,,-90.52672973,-87.79623268,-86.79749113,,-81.45886576,-86.5341781,-86.5341781,-99.9862353,0
-75.19834819,-85.91667364,-89.98935344,-99.9862353,,-85.91667364,-75.19834819,-91.97898907,-91.97898907,,0
-81.86523398,,-85.98956206,-96.98796321,,,-81.86523398,,,,0
-79.70041369,-83.98961298,-85.64680963,-83.99116116,-91.71394051,-83.98961298,-79.70041369,-87.65864681,-87.65864681,-94.9886041,0
-87.47458494,,-98.98694767,-95.2244836,,,-87.47458494,-95.98832037,-95.98832037,,0
-89.98935344,-73.46557729,-85.22526463,-89.91345085,-94.9886041,-73.46557729,-89.98935344,-92.350332,-92.350332,,0
-82.55339611,,,,,,-82.55339611,-93.98882948,-93.98882948,-99.9862353,0
-81.74083502,,-94.9886041,-99.9862353,-91.01614283,,-81.74083502,-89.98935344,-89.98935344,-98.98694767,0
-77.72685459,-79.86524875,-89.98935344,,-96.98796321,-79.86524875,-77.72685459,-92.86477001,-92.86477001,,0
-98.98694767,-86.86514741,,-99.9862353,,-86.86514741,-98.98694767,-92.98900852,-92.98900852,,0
-76.74572303,,-86.97927011,,,,-76.74572303,-97.98751362,-97.98751362,,0
-79.74384721,-82.14204275,-89.74899082,-91.98915073,-96.98796321,-82.14204275,-79.74384721,,,-99.9862353,0
-80.68336821,-83.98961298,-90.52672973,-80.90115213,-95.98866524,-83.98961298,-80.68336821,-92.53382839,-92.53382839,,0
-85.98956206,,-95.98832037,-88.98942473,,,-85.98956206,-94.9886041,-94.9886041,,0
-79.49410321,,-84.98959044,-83.36400399,-93.4501044,,-79.49410321,-87.47458494,-87.47458494,-95.98832037,0
-75.19551154,-82.45063532,-80.97936744,-89.98935344,,-82.45063532,-75.19551154,-88.98942473,-88.98942473,,0
-82.35073493,-72.45067655,,-98.98694767,,-72.45067655,-82.35073493,-95.98832037,-95.98832037,,0
-91.44469555,-89.86502141,-98.98694767,,,-89.86502141,-91.44469555,-97.98751362,-97.98751362,,0
-89.98935344,,-88.98942473,-84.5803821,,,-89.98935344,-89.98935344,-89.98935344,,0
-79.35075726,-80.93883251,-97.98751362,-83.53423661,-87.53414772,-80.93883251,-79.35075726,-76.66433578,-76.66433578,-98.98694767,0
-76.92504457,-88.86507336,-91.97898907,-92.98900852,-94.9886041,-88.86507336,-76.92504457,,,-98.22362007,0
-77.91165685,-89.45045152,-85.91468478,-88.7456011,,-89.45045152,-77.91165685,-87.64809992,-87.64809992,,0
-89.47449974,,-97.98751362,,-99.9862353,,-89.47449974,-83.98961298,-83.98961298,-91.58018201,0
-80.25211428,-78.2253341,-82.03782838,-91.98915073,-91.98915073,-78.2253341,-80.25211428,-94.9886041,-94.9886041,-95.98832037,0
-84.57569846,,-85.98956206,-84.97931808,,,-84.57569846,-87.98948135,-87.98948135,-97.98751362,0
-83.98961298,-85.86517345,-80.38087884,-97.98751362,,-85.86517345,-83.98961298,-89.78929996,-89.78929996,-93.98882948,0
-79.45065817,-82.14204275,-85.88160207,-85.86642613,,-82.14204275,-79.45065817,-88.57558547,-88.57558547,-91.35042407,0
-75.3773279,,-82.68335632,-88.20366228,-85.44605757,,-75.3773279,-92.97888266,-92.97888266,-97.98751362,0
-80.86524221,,,-90.12028434,-85.64377427,,-80.86524221,-93.98882948,-93.98882948,,0
-80.97936744,-80.22532397,-91.98915073,-94.53355525,-93.97874869,-80.22532397,-80.97936744,-100.9853386,-100.9853386,,0
-78.39514696,-80.79636868,-88.22517825,-87.8166094,-90.53400073,-80.79636868,-78.39514696,-91.86487366,-91.86487366,,0
-80.79635826,-89.19938583,-84.19953401,-87.00815078,-93.98882948,-89.19938583,-80.79635826,-89.01626434,-89.01626434,-91.53392444,0
,-82.18670179,-93.98882948,-93.97874869,-95.98832037,-82.18670179,,-98.98694767,-98.98694767,-97.98751362,0
-77.85894523,-81.992738,-90.98926371,-91.09540408,-98.98694767,-81.992738,-77.85894523,-94.9886041,-94.9886041,-97.98751362,0
-79.39514385,,-78.86525395,-97.98751362,,,-79.39514385,,,-94.9886041,0
-72.10092398,-85.98956206,-80.68336821,-89.53406134,-89.53406134,-85.98956206,-72.10092398,-89.39500783,-89.39500783,-90.53400073,0
-97.98751362,-88.01630707,,,,-88.01630707,-97.98751362,,,,0
-84.72389896,-75.60979324,-90.79607655,-89.91657107,-93.86463952,-75.60979324,-84.72389896,-89.45045152,-89.45045152,-97.98751362,0
-79.98966538,-85.53420222,-87.98948135,-87.35063812,,-85.53420222,-79.98966538,-94.9886041,-94.9886041,,0
-92.98900852,,-100.9853386,-90.98926371,-99.9862353,,-92.98900852,,,,0
-85.98956206,-87.98948135,-92.98900852,-96.98796321,,-87.98948135,-85.98956206,,,,0
-84.22528248,,-81.45064474,-87.98948135,,,-84.22528248,,,,0
-78.39013722,-81.09560529,-85.98956206,-82.99541985,-91.36380386,-81.09560529,-78.39013722,-87.22181832,-87.22181832,,0
-75.2037714,-82.45063532,,-95.44976711,,-82.45063532,-75.2037714,,,-99.9862353,0
-71.45067749,-84.98959044,,-100.9853386,,-84.98959044,-71.45067749,-96.98796321,-96.98796321,-96.98796321,0
-77.97938372,,-85.70146898,,-98.98694767,,-77.97938372,,,,0
-86.56636919,-84.84447973,,,-91.98928805,-84.84447973,-86.56636919,-93.9890471,-93.9890471,,0
-75.45067199,-87.45053626,-96.98796321,-100.9853386,,-87.45053626,-75.45067199,-92.98900852,-92.98900852,,0
-95.98832037,-89.86502141,,,,-89.86502141,-95.98832037,-94.9886041,-94.9886041,,0
-70.44038021,-87.98948135,-81.3640179,-90.91663421,-89.49834617,-87.98948135,-70.44038021,-95.98832037,-95.98832037,-91.35042407,0
-90.54170509,,-95.2244836,-100.9853386,,,-90.54170509,-77.86330262,-77.86330262,-91.97397337,0
-74.35463182,-83.45062346,-81.03127102,-85.86517345,-101.9842101,-83.45062346,-74.35463182,-94.9886041,-94.9886041,,0
-77.35076554,-84.98959044,,,-99.9862353,-84.98959044,-77.35076554,-93.86463952,-93.86463952,-98.98694767,0
-84.92107969,-78.19736402,-94.53355525,-96.98796321,,-78.19736402,-84.92107969,-97.98751362,-97.98751362,,0
-81.74570528,-82.98963089,-81.79635016,-90.22507697,-93.98882948,-82.98963089,-81.74570528,,,-89.45045152,0
-88.98942473,,,-97.98751362,,,-88.98942473,-91.98915073,-91.98915073,,0
-88.22517825,,-90.47443996,-100.9853386,-87.81999941,,-88.22517825,-77.85894523,-77.85894523,-91.98915073,0
-82.53424871,-83.98961298,-80.07779704,-84.22528248,-92.98900852,-83.98961298,-82.53424871,-88.98942473,-88.98942473,,0
-83.47467263,,-86.49842337,,-93.97874869,,-83.47467263,-87.19092319,-87.19092319,-98.98694767,0
-92.97888266,-87.79623268,-94.9886041,-93.98882948,-99.9862353,-87.79623268,-92.97888266,-93.98882948,-93.98882948,,0
-78.98967251,-90.98926371,-97.98751362,,-91.98915073,-90.98926371,-78.98967251,-94.9886041,-94.9886041,,0
-70.45067824,-86.86514741,,-87.98948135,-91.01614283,-86.86514741,-70.45067824,,,,0
-90.57547568,-84.03781214,-98.98694767,-89.53406134,-93.79576505,-84.03781214,-90.57547568,-97.98751362,-97.98751362,-95.53336362,0
-72.95492529,,,-95.98832037,,,-72.95492529,-96.98796321,-96.98796321,,0
-82.95489442,-84.86519413,-78.48432648,-83.395121,,-84.86519413,-82.95489442,-92.98900852,-92.98900852,-91.67183589,0
-82.22530792,-91.98915073,-91.86487366,,,-91.98915073,-82.22530792,-89.35055531,-89.35055531,-96.98796321,0
-80.97936744,-100.9853386,-85.08302735,-90.98926371,,-100.9853386,-80.97936744,-94.9886041,-94.9886041,-96.44953048,0
-77.31531218,,,-91.98915073,-94.9886041,,-77.31531218,-93.98882948,-93.98882948,-92.22491646,0
-70.57573,-83.86124418,,-96.98796321,-95.98832037,-83.86124418,-70.57573,-96.98796321,-96.98796321,,0
-75.45067199,-90.98926371,,-96.22425893,,-90.98926371,-75.45067199,,,,0
-91.98915073,-76.9564405,-89.98935344,-98.98694767,,-76.9564405,-91.98915073,,,,0
-75.19100843,,-89.98935344,-93.86463952,,,-75.19100843,-93.4501044,-93.4501044,,0
-80.86524221,,-87.98948135,-92.22491646,-91.98915073,,-80.86524221,-88.91660612,-88.91660612,,0
-80.53426594,-86.98952633,-84.19953401,-92.98900852,-85.98956206,-86.98952633,-80.53426594,-88.98942473,-88.98942473,,0
-77.45066665,-76.38089026,-88.47454722,-95.98832037,,-76.38089026,-77.45066665,,,,0
-74.61242927,,-80.36402279,,-95.98832037,,-74.61242927,-95.34988646,-95.34988646,,0
-78.70152066,-67.91166169,-90.864956,-90.78835367,,-67.91166169,-78.70152066,-88.44599698,-88.44599698,,0
-79.54085764,-79.37386436,-93.53370747,-84.45060852,-91.22500591,-79.37386436,-79.54085764,-88.06782824,-88.06782824,,0
-80.00822061,,-87.53414772,-91.53392444,-87.98948135,,-80.00822061,-93.19905821,-93.19905821,,0
-91.98915073,,-85.45058972,-92.86477001,,,-91.98915073,-95.98832037,-95.98832037,-93.98882948,0
-74.23424023,-80.45065223,-85.99113568,-87.21505623,-94.44995508,-80.45065223,-74.23424023,-95.86426844,-95.86426844,-91.85868932,0
-77.77233219,-80.22532397,-86.30253878,-85.44487697,-93.97874869,-80.22532397,-77.77233219,-92.22491646,-92.22491646,,0
,-81.22531687,-93.4501044,,,-81.22531687,,,,,0
-82.36401174,-77.54754174,-83.64870304,-88.01630707,-92.350332,-77.54754174,-82.36401174,-87.03776833,-87.03776833,-102.9827897,0
-98.98694767,,-87.86511463,-95.98832037,,,-98.98694767,,,,0
-72.98349516,-83.98961298,-75.00210823,-85.86517345,-90.35049721,-83.98961298,-72.98349516,-89.98935344,-89.98935344,-95.98832037,0
-86.85887155,-85.33348609,-100.9853386,-97.98751362,-93.98882948,-85.33348609,-86.85887155,-80.08306563,-80.08306563,-90.47443996,0
-65.09228713,-81.98964511,-87.60000463,-87.47458494,-88.35060146,-81.98964511,-65.09228713,-94.86447524,-94.86447524,-96.98796321,0
,,,-89.53406134,-90.98926371,,,-96.98796321,-96.98796321,,0
-77.86525808,,-91.45031723,-94.22466207,,,-77.86525808,-95.86426844,-95.86426844,-95.97836774,0
,-77.17973163,-89.0825848,-93.98882948,,-77.17973163,,,,,0
-81.0843804,-78.2151362,-89.99518974,-85.09557149,,-78.2151362,-81.0843804,-94.9886041,-94.9886041,,0
-75.78855539,-83.98961298,-81.5269135,,-89.49834617,-83.98961298,-75.78855539,-94.9886041,-94.9886041,-98.4488576,0
-86.22524216,-80.66063239,-79.30192469,-89.09548658,,-80.66063239,-86.22524216,-100.9853386,-100.9853386,-100.9853386,0
-85.98956206,,-96.98796321,-87.98948135,-95.98832037,,-85.98956206,,,,0
-78.94524987,,-80.14205325,-97.98751362,-89.98935344,,-78.94524987,-96.86400811,-96.86400811,-92.98900852,0
-84.79631094,-73.45067537,,-90.45039207,-92.22491646,-73.45067537,-84.79631094,-98.98694767,-98.98694767,,0
-84.00819429,,-96.98796321,-89.98935344,-95.98832037,,-84.00819429,-87.47458494,-87.47458494,,0
-91.98915073,-80.77728486,-88.99262773,-91.86487366,-97.98751362,-80.77728486,-91.98915073,-96.98796321,-96.98796321,,0
-89.53406134,-85.01638939,,-89.53406134,-93.79576505,-85.01638939,-89.53406134,-94.44995508,-94.44995508,-94.01581513,0
-71.86128378,-93.86463952,-91.98915073,-94.22466207,-90.95471229,-93.86463952,-71.86128378,-97.98751362,-97.98751362,-99.9862353,0
-89.98935344,,-84.70148225,-88.45049875,-96.98796321,,-89.98935344,,,,0
-85.45058972,-90.98926371,-89.53406134,-92.22491646,-91.53392444,-90.98926371,-85.45058972,-91.45031723,-91.45031723,-98.98694767,0
-98.98694767,-82.35073493,,-94.44445443,,-82.35073493,-98.98694767,,,,0
-76.8816609,-80.09560988,-85.4746387,-93.99232988,-93.46212691,-80.09560988,-76.8816609,-92.79589348,-92.79589348,-96.98796321,0
-92.86477001,-89.98935344,-94.9886041,,,-89.98935344,-92.86477001,-87.01634101,-87.01634101,-96.98796321,0
-84.53422139,-81.98964511,-89.68322704,-98.98694767,-93.01595024,-81.98964511,-84.53422139,-91.21825752,-91.21825752,,0
-82.97934834,-81.1995682,-92.45022301,-85.98956206,-95.98832037,-81.1995682,-82.97934834,-93.98882948,-93.98882948,,0
-76.01646169,-83.98961298,-93.98882948,-89.44596553,,-83.98961298,-76.01646169,,,,0
-82.33100863,,-97.98751362,-94.9886041,,,-82.33100863,,,,0
-82.0955995,-77.98967817,-98.98694767,,,-77.98967817,-82.0955995,,,-98.98694767,0
-89.98935344,,-89.53406134,,,,-89.98935344,-85.98956206,-85.98956206,,0
-98.98694767,-81.86523398,-93.22480384,-94.86447524,-95.98832037,-81.86523398,-98.98694767,,,,0
-78.38088584,-88.98942473,-93.98882948,-101.9842101,-94.9886041,-88.98942473,-78.38088584,,,,0
-83.04651184,,-85.58036919,-87.38080276,,,-83.04651184,-86.20370468,-86.20370468,,0
-67.44493687,-76.98968267,-85.85888889,-89.97914075,-98.22362007,-76.98968267,-67.44493687,,,-99.9862353,0
-85.36398194,-72.6863309,-83.91164084,-99.44838557,-96.98796321,-72.6863309,-85.36398194,-89.57553687,-89.57553687,-95.98832037,0
-88.98942473,,-91.45031723,-84.38909207,-98.98694767,,-88.98942473,-94.9886041,-94.9886041,,0
-68.32625451,,-90.98926371,-89.19938583,-93.4501044,,-68.32625451,-83.00820328,-83.00820328,,0
-84.46553258,,-89.19938583,-94.44995508,,,-84.46553258,,,,0
-84.38085017,,,-90.98926371,,,-84.38085017,,,,0
-83.53423661,-77.70152331,-89.98935344,-89.98935344,-88.98942473,-77.70152331,-83.53423661,-94.9886041,-94.9886041,,0
-87.98948135,-85.86517345,-81.53425831,-85.22526463,-100.9853386,-85.86517345,-87.98948135,-89.98935344,-89.98935344,,0
-76.14206405,-91.88140146,-87.79623268,-93.98882948,,-91.88140146,-76.14206405,,,,0
-84.98959044,-92.350332,-89.98935344,-96.98796321,,-92.350332,-84.98959044,-82.0627388,-82.0627388,-99.9862353,0
-82.01643065,-83.98961298,-80.45065223,,,-83.98961298,-82.01643065,-92.98900852,-92.98900852,-96.98796321,0
-74.91165953,-79.64818498,-83.19954811,-88.17854287,,-79.64818498,-74.91165953,-83.86713214,-83.86713214,-98.98694767,0
-81.40985737,-74.39515418,-84.35838805,,,-74.39515418,-81.40985737,-84.43711165,-84.43711165,-101.9842101,0
-87.98948135,-80.45065223,-84.98959044,-90.98926371,,-80.45065223,-87.98948135,-85.53420222,-85.53420222,,0
-69.3808963,-81.21512474,-86.98952633,,,-81.21512474,-69.3808963,-85.98956206,-85.98956206,-93.86463952,0
-75.40215094,-78.86127308,-92.45022301,-82.75662941,-96.98796321,-78.86127308,-75.40215094,-87.75146255,-87.75146255,-96.98796321,0
-70.94847778,-79.98966538,-84.22528248,-93.47415069,-90.74562811,-79.98966538,-70.94847778,-86.45056605,-86.45056605,-90.46231923,0
-83.53423661,-67.94276706,-99.9862353,-94.44995508,-95.98832037,-67.94276706,-83.53423661,-97.98751362,-97.98751362,,0
-73.46100087,-85.98956206,-78.3244894,-89.40511775,-89.08301301,-85.98956206,-73.46100087,-86.52319802,-86.52319802,-94.57502593,0
-84.35070874,,-88.98942473,-90.98926371,-89.98935344,,-84.35070874,,,-92.86477001,0
-76.70152541,-91.98915073,-85.01638939,-91.53392444,-84.498452,-91.98915073,-76.70152541,-90.98926371,-90.98926371,-95.98832037,0
-78.95805587,-67.64273168,-93.4501044,-93.98882948,-93.97874869,-67.64273168,-78.95805587,-88.90262348,-88.90262348,-96.98796321,0
-80.10515822,-78.53427682,-92.97888266,-79.48993906,,-78.53427682,-80.10515822,-90.98926371,-90.98926371,-93.4501044,0
-77.55341749,,-87.97923646,-92.22491646,,,-77.55341749,,,,0
-77.71406426,-70.45067824,,-94.9886041,-98.98694767,-70.45067824,-77.71406426,-90.98926371,-90.98926371,-99.9862353,0
-82.19955931,-78.97937949,-88.98942473,,,-78.97937949,-82.19955931,,,,0
-89.06779941,,,,,,-89.06779941,-82.22530792,-82.22530792,-90.22507697,0
,-78.65969556,-89.0825848,-93.98882948,,-78.65969556,,,,,0
-83.36400399,-81.22531687,-77.74572091,-98.4488576,,-81.22531687,-83.36400399,-87.98948135,-87.98948135,-96.98796321,0
-81.80556342,-78.91672795,-93.864851,-87.02174614,-88.39503891,-78.91672795,-81.80556342,-91.65736217,-91.65736217,,0
-95.98832037,-87.723822,,,,-87.723822,-95.98832037,-96.98796321,-96.98796321,,0
-73.78855782,-83.98961298,-97.98751362,-94.9886041,-95.98832037,-83.98961298,-73.78855782,-92.98900852,-92.98900852,-95.86426844,0
-77.52691602,-94.9886041,-95.98832037,-93.98882948,-100.9853386,-94.9886041,-77.52691602,-91.98915073,-91.98915073,-101.9842101,0
-74.46557629,,-94.9886041,,,,-74.46557629,-94.9886041,-94.9886041,-94.86447524,0
